lat,lon,all_sig_report_fourhours_per_year_grid_130_cropped_blurred
22.849,-113.15100000000001,0.0
22.865,-113.02000000000001,0.0
22.881,-112.88900000000001,0.0
22.897,-112.75800000000001,0.0
22.913,-112.62700000000001,0.0
22.929,-112.49600000000001,0.0
22.945,-112.36500000000001,0.0
22.96,-112.23400000000001,0.0
22.975,-112.10300000000001,0.0
22.991,-111.97200000000001,0.0
23.006,-111.84,0.0
23.021,-111.709,0.0
23.036,-111.578,0.0
23.051,-111.447,0.0
23.065,-111.315,0.0
23.08,-111.184,0.0
23.094,-111.05199999999999,0.0
23.108,-110.92099999999999,0.0
23.123,-110.78999999999999,0.0
23.137,-110.65799999999999,0.0
23.151,-110.52600000000001,0.0
23.165,-110.39500000000001,0.0
23.178,-110.263,0.0
23.192,-110.132,0.0
23.205,-110.0,0.0
23.219,-109.868,0.0
23.232,-109.737,0.0
23.245,-109.60499999999999,0.0
23.258,-109.47300000000001,0.0
23.271,-109.34100000000001,0.0
23.284,-109.21000000000001,0.0
23.297,-109.078,0.0
23.309,-108.946,0.0
23.322,-108.814,0.0
23.334,-108.68199999999999,0.0
23.346,-108.55000000000001,0.0
23.358,-108.418,0.0
23.37,-108.286,0.0
23.382,-108.154,0.0
23.394,-108.02199999999999,0.0
23.406,-107.88999999999999,0.0
23.417,-107.75800000000001,0.0
23.428,-107.626,0.0
23.44,-107.494,0.0
23.451,-107.362,0.0
23.462,-107.22900000000001,0.0
23.473,-107.09700000000001,0.0
23.484,-106.965,0.0
23.494,-106.833,0.0
23.505,-106.69999999999999,0.0
23.515,-106.56800000000001,0.0
23.526,-106.436,0.0
23.536,-106.303,0.0
23.546,-106.17099999999999,0.0
23.556,-106.03899999999999,0.0
23.566,-105.906,0.0
23.575,-105.774,0.0
23.585,-105.64099999999999,0.0
23.594,-105.50899999999999,0.0
23.604,-105.376,0.0
23.613,-105.244,0.0
23.622,-105.11099999999999,0.0
23.631,-104.97900000000001,0.0
23.64,-104.846,0.0
23.649,-104.714,0.0
23.658,-104.58099999999999,0.0
23.666,-104.44800000000001,0.0
23.674,-104.316,0.0
23.683,-104.18299999999999,0.0
23.691,-104.05000000000001,0.0
23.699,-103.918,0.0
23.707,-103.78500000000003,0.0
23.715,-103.65199999999999,0.0
23.723,-103.51999999999998,0.0
23.73,-103.387,0.0
23.738,-103.25400000000002,0.0
23.745,-103.12099999999998,0.0
23.752,-102.988,0.0
23.759,-102.856,0.0
23.766,-102.72300000000001,0.0
23.773,-102.58999999999997,0.0
23.78,-102.457,0.0
23.787,-102.32400000000001,0.0
23.793,-102.19099999999997,0.0
23.799,-102.05799999999999,0.0
23.806,-101.92500000000001,0.0
23.812,-101.79199999999997,0.0
23.818,-101.66000000000003,0.0
23.824,-101.52699999999999,0.0
23.83,-101.394,0.0
23.835,-101.26100000000002,0.0
23.841,-101.12799999999999,0.0
23.846,-100.995,0.0
23.852,-100.86200000000002,0.0
23.857,-100.72899999999998,0.0
23.862,-100.59500000000003,0.0
23.867,-100.46199999999999,0.0
23.872,-100.32900000000001,0.0
23.876,-100.19600000000003,0.0
23.881,-100.06299999999999,0.0
23.886,-99.93,0.0
23.89,-99.79700000000003,0.0
23.894,-99.66399999999999,0.0
23.898,-99.531,0.0
23.902,-99.39800000000002,0.0
23.906,-99.26400000000001,0.0
23.91,-99.13099999999997,0.0
23.914,-98.99799999999999,0.0
23.917,-98.86500000000001,0.0
23.921,-98.73200000000003,0.0
23.924,-98.59899999999999,0.0
23.927,-98.46499999999997,0.0
23.93,-98.332,0.0
23.933,-98.19900000000001,0.0
23.936,-98.06599999999997,0.0
23.939,-97.93299999999999,0.0
23.941,-97.79899999999998,0.0
23.944,-97.666,0.0
23.946,-97.53300000000002,0.0
23.948,-97.39999999999998,0.0
23.95,-97.26600000000002,0.0
23.952,-97.13299999999998,0.0
23.954,-97.0,0.0
23.956,-96.86700000000002,0.0
23.957,-96.733,0.0
23.959,-96.60000000000002,0.0
23.96,-96.46699999999998,0.0
23.962,-96.334,0.0
23.963,-96.19999999999999,0.0
23.964,-96.06700000000001,0.0
23.965,-95.93400000000003,0.0
23.965,-95.80099999999999,0.0
23.966,-95.66699999999997,0.0
23.967,-95.53399999999999,0.0
23.967,-95.40100000000001,0.0
23.967,-95.267,0.0
23.967,-95.13400000000001,0.0
23.968,-95.00099999999998,0.0
23.967,-94.868,0.0
23.967,-94.73399999999998,0.0
23.967,-94.601,0.0
23.967,-94.46800000000002,0.0
23.966,-94.334,0.0
23.965,-94.20100000000002,0.0
23.965,-94.06799999999998,0.0
23.964,-93.935,0.0
23.963,-93.80099999999999,0.0
23.962,-93.668,0.0
23.96,-93.53500000000003,0.0
23.959,-93.40199999999999,0.0
23.957,-93.26799999999997,0.0
23.956,-93.13499999999999,0.0
23.954,-93.00200000000001,0.0
23.952,-92.86900000000003,0.0
23.95,-92.73500000000001,0.0
23.948,-92.60199999999998,0.0
23.946,-92.469,0.0
23.944,-92.33600000000001,0.0
23.941,-92.202,0.0
23.939,-92.06900000000002,0.0
23.936,-91.93599999999998,0.0
23.933,-91.803,0.0
23.93,-91.66899999999998,0.0
23.927,-91.536,0.0
23.924,-91.40300000000002,0.0
23.921,-91.26999999999998,0.0
23.917,-91.137,0.0
23.914,-91.00400000000002,0.0
23.91,-90.87,0.0
23.906,-90.73700000000002,0.0
23.902,-90.60399999999998,0.0
23.898,-90.471,0.0
23.894,-90.33800000000002,0.0
23.89,-90.20499999999998,0.0
23.886,-90.072,0.0
23.881,-89.93900000000002,0.0
23.877,-89.805,0.0
23.872,-89.67200000000003,0.0
23.867,-89.53899999999999,0.0
23.862,-89.406,0.0
23.857,-89.27300000000002,0.0
23.852,-89.13999999999999,0.0
23.846,-89.007,0.0
23.841,-88.87400000000002,0.0
23.835,-88.74099999999999,0.0
23.83,-88.608,0.0
23.824,-88.47500000000002,0.0
23.818,-88.34199999999998,0.0
23.812,-88.209,0.0
23.806,-88.07600000000002,0.0
23.8,-87.94299999999998,0.0
23.793,-87.81,0.0
23.787,-87.678,0.0
23.78,-87.54500000000002,0.0
23.773,-87.41199999999998,0.0
23.766,-87.279,0.0
23.759,-87.14600000000002,0.0
23.752,-87.01299999999998,0.0
23.745,-86.88,0.0
23.738,-86.74799999999999,0.0
23.73,-86.61500000000001,0.0
23.723,-86.48200000000003,0.0
23.715,-86.34899999999999,0.0
23.707,-86.21699999999998,0.0
23.699,-86.084,0.0
23.691,-85.95100000000002,0.0
23.683,-85.81900000000002,0.0
23.675,-85.68599999999998,0.0
23.666,-85.553,0.0
23.658,-85.42099999999999,0.0
23.649,-85.28800000000001,0.0
23.64,-85.15499999999997,0.0
23.631,-85.02300000000002,0.0
23.622,-84.88999999999999,0.0
23.613,-84.75799999999998,0.0
23.604,-84.625,0.0
23.595,-84.493,0.0
23.585,-84.36000000000001,0.0
23.575,-84.22800000000001,0.0
23.566,-84.09500000000003,0.0
23.556,-83.96300000000002,0.0
23.546,-83.83100000000002,0.0
23.536,-83.69799999999998,0.0
23.526,-83.56599999999997,0.0
23.515,-83.43400000000003,0.0
23.505,-83.30099999999999,0.0
23.494,-83.16899999999998,0.0
23.484,-83.03699999999998,0.0
23.473,-82.904,0.0
23.462,-82.77199999999999,0.0
23.451,-82.63999999999999,0.0
23.44,-82.50799999999998,0.0
23.429,-82.37599999999998,0.0
23.417,-82.24400000000003,0.0
23.406,-82.11200000000002,0.0
23.394,-81.97899999999998,0.0
23.382,-81.84699999999998,0.0
23.37,-81.71499999999997,0.0
23.358,-81.58300000000003,0.0
23.346,-81.45100000000002,0.0
23.334,-81.32,0.0
23.322,-81.18799999999999,0.0
23.309,-81.05599999999998,0.0
23.297,-80.92399999999998,0.0
23.284,-80.79199999999997,0.0
23.271,-80.66000000000003,0.0
23.258,-80.52800000000002,0.0
23.245,-80.39699999999999,0.0
23.232,-80.26499999999999,0.0
23.219,-80.13299999999998,0.0
23.206,-80.00200000000001,0.0
23.192,-79.87,0.0
23.179,-79.738,0.0
23.165,-79.60700000000003,0.0
23.151,-79.47500000000002,0.0
23.137,-79.344,0.0
23.123,-79.21199999999999,0.0
23.109,-79.08100000000002,0.0
23.094,-78.94900000000001,0.0
23.08,-78.81799999999998,0.0
23.065,-78.68599999999998,0.0
23.051,-78.555,0.0
23.036,-78.42399999999998,0.0
23.021,-78.293,0.0
23.006,-78.161,0.0
22.991,-78.02999999999997,0.0
22.976,-77.899,0.0
22.96,-77.76799999999997,0.0
22.945,-77.637,0.0
22.929,-77.505,0.0
22.913,-77.37400000000002,0.0
22.898,-77.243,0.0
22.882,-77.11200000000002,0.0
22.866,-76.981,0.0
22.849,-76.851,0.0
22.833,-76.72000000000003,0.0
22.817,-76.589,0.0
22.8,-76.45800000000003,0.0
22.783,-76.327,0.0
22.767,-76.19600000000003,0.0
22.75,-76.06599999999997,0.0
22.733,-75.935,0.0
22.716,-75.80399999999997,0.0
22.698,-75.67399999999998,0.0
22.681,-75.543,0.0
22.664,-75.41300000000001,0.0
22.646,-75.28199999999998,0.0
22.628,-75.15199999999999,0.0
22.61,-75.02100000000002,0.0
22.593,-74.89100000000002,0.0
22.575,-74.76100000000002,0.0
22.556,-74.63,0.0
22.538,-74.5,0.0
22.52,-74.37,0.0
22.501,-74.24000000000001,0.0
22.483,-74.10899999999998,0.0
22.464,-73.97899999999998,0.0
22.445,-73.84899999999999,0.0
22.426,-73.719,0.0
22.407,-73.589,0.0
22.388,-73.459,0.0
22.368,-73.32900000000001,0.0
22.349,-73.19900000000001,0.0
22.329,-73.06900000000002,0.0
22.31,-72.94,0.0
22.29,-72.81,0.0
22.27,-72.68,0.0
22.25,-72.55099999999999,0.0
22.23,-72.42099999999999,0.0
22.21,-72.291,0.0
22.189,-72.16199999999998,0.0
22.169,-72.03199999999998,0.0
22.148,-71.90300000000002,0.0
22.128,-71.77300000000002,0.0
22.107,-71.644,0.0
22.086,-71.51499999999999,0.0
22.065,-71.38499999999999,0.0
22.044,-71.25599999999997,0.0
22.023,-71.12700000000001,0.0
22.001,-70.99799999999999,0.0
21.98,-70.86900000000003,0.0
21.958,-70.73899999999998,0.0
21.937,-70.61000000000001,0.0
21.915,-70.481,0.0
21.893,-70.35199999999998,0.0
21.871,-70.22399999999999,0.0
21.849,-70.09500000000003,0.0
21.826,-69.96600000000001,0.0
21.804,-69.83699999999999,0.0
21.781,-69.70800000000003,0.0
21.759,-69.57999999999998,0.0
21.736,-69.45100000000002,0.0
21.713,-69.32299999999998,0.0
21.69,-69.19400000000002,0.0
21.667,-69.06599999999997,0.0
21.644,-68.93700000000001,0.0
21.621,-68.80900000000003,0.0
21.597,-68.68,0.0
21.574,-68.55200000000002,0.0
21.55,-68.42399999999998,0.0
21.526,-68.29599999999999,0.0
21.503,-68.16699999999997,0.0
20.908,-125.43100000000001,0.0
20.935,-125.304,0.0
20.962,-125.17699999999999,0.0
20.988,-125.05000000000001,0.0
21.015,-124.923,0.0
21.042,-124.79599999999999,0.0
21.068,-124.66900000000001,0.0
21.094,-124.542,0.0
21.12,-124.41499999999999,0.0
21.147,-124.287,0.0
21.173,-124.16,0.0
21.198,-124.03299999999999,0.0
21.224,-123.905,0.0
21.25,-123.77799999999999,0.0
21.275,-123.65,0.0
21.301,-123.523,0.0
21.326,-123.39500000000001,0.0
21.351,-123.268,0.0
21.377,-123.13999999999999,0.0
21.402,-123.012,0.0
21.426,-122.88399999999999,0.0
21.451,-122.756,0.0
21.476,-122.62799999999999,0.0
21.5,-122.5,0.0
21.525,-122.37200000000001,0.0
21.549,-122.244,0.0
21.573,-122.11600000000001,0.0
21.598,-121.988,0.0
21.622,-121.86000000000001,0.0
21.645,-121.732,0.0
21.669,-121.60300000000001,0.0
21.693,-121.475,0.0
21.716,-121.34700000000001,0.0
21.74,-121.21799999999999,0.0
21.763,-121.09,0.0
21.786,-120.96100000000001,0.0
21.809,-120.832,0.0
21.832,-120.70400000000001,0.0
21.855,-120.57499999999999,0.0
21.878,-120.446,0.0
21.901,-120.31800000000001,0.0
21.923,-120.189,0.0
21.946,-120.06,0.0
21.968,-119.93100000000001,0.0
21.99,-119.80199999999999,0.0
22.012,-119.673,0.0
22.034,-119.54400000000001,0.0
22.056,-119.41499999999999,0.0
22.078,-119.286,0.0
22.099,-119.156,0.0
22.121,-119.02699999999999,0.0
22.142,-118.898,0.0
22.163,-118.768,0.0
22.185,-118.63900000000001,0.0
22.206,-118.50999999999999,0.0
22.227,-118.38,0.0
22.247,-118.251,0.0
22.268,-118.12100000000001,0.0
22.289,-117.99199999999999,0.0
22.309,-117.862,0.0
22.33,-117.732,0.0
22.35,-117.60300000000001,0.0
22.37,-117.47300000000001,0.0
22.39,-117.34299999999999,0.0
22.41,-117.213,0.0
22.43,-117.083,0.0
22.449,-116.953,0.0
22.469,-116.82300000000001,0.0
22.488,-116.69300000000001,0.0
22.508,-116.56299999999999,0.0
22.527,-116.43299999999999,0.0
22.546,-116.303,0.0
22.565,-116.173,0.0
22.584,-116.043,0.0
22.603,-115.91300000000001,0.0
22.621,-115.78200000000001,0.0
22.64,-115.65199999999999,0.0
22.658,-115.52199999999999,0.0
22.676,-115.39099999999999,0.0
22.695,-115.261,0.0
22.713,-115.13,0.0
22.731,-115.0,0.0
22.748,-114.869,0.0
22.766,-114.739,0.0
22.784,-114.608,0.0
22.801,-114.477,0.0
22.819,-114.34700000000001,0.0
22.836,-114.21600000000001,0.0
22.853,-114.08500000000001,0.0
22.87,-113.95400000000001,0.0
22.887,-113.82300000000001,0.0
22.904,-113.69300000000001,0.0
22.92,-113.56200000000001,0.0
22.937,-113.43100000000001,0.0
22.953,-113.30000000000001,0.0
22.97,-113.16900000000001,0.0
22.986,-113.03800000000001,0.0
23.002,-112.90700000000001,0.0
23.018,-112.77600000000001,0.0
23.034,-112.644,0.0
23.05,-112.513,0.0
23.065,-112.382,0.0
23.081,-112.251,0.0
23.096,-112.119,0.0
23.111,-111.988,0.0
23.127,-111.857,0.0
23.142,-111.725,0.0
23.157,-111.594,0.0
23.171,-111.463,0.0
23.186,-111.33099999999999,0.0
23.201,-111.19999999999999,0.0
23.215,-111.06800000000001,0.0
23.229,-110.936,0.0
23.244,-110.805,0.0
23.258,-110.673,0.0
23.272,-110.542,0.0
23.286,-110.41,0.0
23.299,-110.27799999999999,0.0
23.313,-110.14599999999999,0.0
23.326,-110.01499999999999,0.0
23.34,-109.88300000000001,0.0
23.353,-109.751,0.0
23.366,-109.619,0.0
23.379,-109.487,0.0
23.392,-109.35499999999999,0.0
23.405,-109.22399999999999,0.0
23.418,-109.09200000000001,0.0
23.43,-108.96000000000001,0.0
23.443,-108.828,0.0
23.455,-108.696,0.0
23.467,-108.56299999999999,0.0
23.479,-108.43100000000001,0.0
23.491,-108.299,0.0
23.503,-108.167,0.0
23.515,-108.035,0.0
23.527,-107.90299999999999,0.0
23.538,-107.77099999999999,0.0
23.55,-107.638,0.0
23.561,-107.506,0.0
23.572,-107.374,0.0
23.583,-107.24100000000001,0.0
23.594,-107.10900000000001,0.0
23.605,-106.977,0.0
23.616,-106.844,0.0
23.626,-106.71199999999999,0.0
23.637,-106.57900000000001,0.0
23.647,-106.447,0.0
23.657,-106.315,0.0
23.667,-106.18199999999999,0.0
23.677,-106.05000000000001,0.0
23.687,-105.917,0.0
23.697,-105.78399999999999,0.0
23.706,-105.65199999999999,0.0
23.716,-105.519,0.0
23.725,-105.387,0.0
23.734,-105.25399999999999,0.0
23.744,-105.12100000000001,0.0
23.753,-104.989,0.0
23.762,-104.856,0.0
23.77,-104.72300000000001,0.0
23.779,-104.59,0.0
23.788,-104.458,0.0
23.796,-104.32499999999999,0.0
23.804,-104.19200000000001,0.0
23.812,-104.059,0.0
23.821,-103.92700000000002,0.0
23.829,-103.79399999999998,0.0
23.836,-103.661,0.0
23.844,-103.52800000000002,0.0
23.852,-103.39499999999998,0.0
23.859,-103.262,0.0
23.866,-103.12900000000002,0.0
23.874,-102.99599999999998,0.0
23.881,-102.863,0.0
23.888,-102.73000000000002,0.0
23.895,-102.59699999999998,0.0
23.901,-102.464,0.0
23.908,-102.33100000000002,0.0
23.915,-102.19799999999998,0.0
23.921,-102.065,0.0
23.927,-101.93200000000002,0.0
23.933,-101.79899999999998,0.0
23.94,-101.666,0.0
23.945,-101.53300000000002,0.0
23.951,-101.39999999999998,0.0
23.957,-101.267,0.0
23.963,-101.13400000000001,0.0
23.968,-101.0,0.0
23.973,-100.86700000000002,0.0
23.979,-100.73399999999998,0.0
23.984,-100.601,0.0
23.989,-100.46800000000002,0.0
23.993,-100.33499999999998,0.0
23.998,-100.20100000000002,0.0
24.003,-100.06799999999998,0.0
24.007,-99.935,0.0
24.012,-99.80200000000002,0.0
24.016,-99.668,0.0
24.02,-99.53500000000003,0.0
24.024,-99.40199999999999,0.0
24.028,-99.269,0.0
24.032,-99.13499999999999,0.0
24.035,-99.00200000000001,0.0
24.039,-98.86900000000003,0.0
24.042,-98.73500000000001,0.0
24.046,-98.60199999999998,0.0
24.049,-98.469,0.0
24.052,-98.33499999999998,0.0
24.055,-98.202,0.0
24.058,-98.06900000000002,0.0
24.06,-97.935,0.0
24.063,-97.80200000000002,0.0
24.065,-97.66899999999998,0.0
24.068,-97.53500000000003,0.0
24.07,-97.40199999999999,0.0
24.072,-97.269,0.0
24.074,-97.13499999999999,0.0
24.076,-97.00200000000001,0.0
24.078,-96.868,0.0
24.079,-96.73500000000001,0.0
24.081,-96.60199999999998,0.0
24.082,-96.46800000000002,0.0
24.083,-96.33499999999998,0.0
24.084,-96.202,0.0
24.085,-96.06799999999998,0.0
24.086,-95.935,0.0
24.087,-95.80099999999999,0.0
24.088,-95.668,0.0
24.088,-95.53399999999999,0.0
24.089,-95.40100000000001,0.0
24.089,-95.26799999999997,0.0
24.089,-95.13400000000001,0.0
24.089,-95.00099999999998,0.0
24.089,-94.86700000000002,0.0
24.089,-94.73399999999998,0.0
24.089,-94.601,0.0
24.088,-94.46699999999998,0.0
24.088,-94.334,0.0
24.087,-94.19999999999999,0.0
24.086,-94.06700000000001,0.0
24.085,-93.93400000000003,0.0
24.084,-93.80000000000001,0.0
24.083,-93.66699999999997,0.0
24.082,-93.53300000000002,0.0
24.081,-93.39999999999998,0.0
24.079,-93.267,0.0
24.078,-93.13299999999998,0.0
24.076,-93.0,0.0
24.074,-92.86599999999999,0.0
24.072,-92.733,0.0
24.07,-92.60000000000002,0.0
24.068,-92.46600000000001,0.0
24.065,-92.33300000000003,0.0
24.063,-92.19999999999999,0.0
24.06,-92.06599999999997,0.0
24.058,-91.93299999999999,0.0
24.055,-91.80000000000001,0.0
24.052,-91.666,0.0
24.049,-91.53300000000002,0.0
24.046,-91.39999999999998,0.0
24.042,-91.26600000000002,0.0
24.039,-91.13299999999998,0.0
24.035,-91.0,0.0
24.032,-90.86599999999999,0.0
24.028,-90.733,0.0
24.024,-90.60000000000002,0.0
24.02,-90.46699999999998,0.0
24.016,-90.33300000000003,0.0
24.012,-90.19999999999999,0.0
24.007,-90.06700000000001,0.0
24.003,-89.93400000000003,0.0
23.998,-89.80000000000001,0.0
23.993,-89.66699999999997,0.0
23.989,-89.53399999999999,0.0
23.984,-89.40100000000001,0.0
23.979,-89.26799999999997,0.0
23.973,-89.13400000000001,0.0
23.968,-89.00099999999998,0.0
23.963,-88.868,0.0
23.957,-88.73500000000001,0.0
23.951,-88.60199999999998,0.0
23.946,-88.469,0.0
23.94,-88.33600000000001,0.0
23.934,-88.20299999999997,0.0
23.927,-88.06900000000002,0.0
23.921,-87.93599999999998,0.0
23.915,-87.803,0.0
23.908,-87.67000000000002,0.0
23.902,-87.53699999999998,0.0
23.895,-87.404,0.0
23.888,-87.27100000000002,0.0
23.881,-87.13799999999998,0.0
23.874,-87.005,0.0
23.867,-86.87200000000001,0.0
23.859,-86.74000000000001,0.0
23.852,-86.60700000000003,0.0
23.844,-86.47399999999999,0.0
23.836,-86.34100000000001,0.0
23.829,-86.20800000000003,0.0
23.821,-86.07499999999999,0.0
23.813,-85.94200000000001,0.0
23.804,-85.81,0.0
23.796,-85.67700000000002,0.0
23.788,-85.54399999999998,0.0
23.779,-85.411,0.0
23.77,-85.27800000000002,0.0
23.762,-85.14600000000002,0.0
23.753,-85.01299999999998,0.0
23.744,-84.88,0.0
23.735,-84.74799999999999,0.0
23.725,-84.61500000000001,0.0
23.716,-84.48200000000003,0.0
23.706,-84.35000000000002,0.0
23.697,-84.21699999999998,0.0
23.687,-84.08499999999998,0.0
23.677,-83.952,0.0
23.667,-83.82,0.0
23.657,-83.68700000000001,0.0
23.647,-83.555,0.0
23.637,-83.42200000000003,0.0
23.626,-83.29000000000002,0.0
23.616,-83.15699999999998,0.0
23.605,-83.02499999999998,0.0
23.594,-82.89299999999997,0.0
23.583,-82.75999999999999,0.0
23.572,-82.62799999999999,0.0
23.561,-82.49599999999998,0.0
23.55,-82.363,0.0
23.538,-82.231,0.0
23.527,-82.09899999999999,0.0
23.515,-81.96699999999998,0.0
23.503,-81.83499999999998,0.0
23.492,-81.702,0.0
23.48,-81.57,0.0
23.468,-81.43799999999999,0.0
23.455,-81.30599999999998,0.0
23.443,-81.17399999999998,0.0
23.431,-81.04199999999997,0.0
23.418,-80.91000000000003,0.0
23.405,-80.77800000000002,0.0
23.392,-80.64600000000002,0.0
23.38,-80.51400000000001,0.0
23.366,-80.382,0.0
23.353,-80.25099999999998,0.0
23.34,-80.11900000000003,0.0
23.327,-79.98700000000002,0.0
23.313,-79.85500000000002,0.0
23.3,-79.72300000000001,0.0
23.286,-79.59199999999998,0.0
23.272,-79.45999999999998,0.0
23.258,-79.32799999999997,0.0
23.244,-79.197,0.0
23.23,-79.065,0.0
23.215,-78.93400000000003,0.0
23.201,-78.80200000000002,0.0
23.186,-78.67099999999999,0.0
23.172,-78.53899999999999,0.0
23.157,-78.40800000000002,0.0
23.142,-78.27600000000001,0.0
23.127,-78.14499999999998,0.0
23.112,-78.01400000000001,0.0
23.096,-77.882,0.0
23.081,-77.75099999999998,0.0
23.065,-77.62,0.0
23.05,-77.488,0.0
23.034,-77.35700000000003,0.0
23.018,-77.226,0.0
23.002,-77.09500000000003,0.0
22.986,-76.964,0.0
22.97,-76.83300000000003,0.0
22.954,-76.702,0.0
22.937,-76.57100000000003,0.0
22.921,-76.44,0.0
22.904,-76.30900000000003,0.0
22.887,-76.178,0.0
22.87,-76.04700000000003,0.0
22.853,-75.91699999999997,0.0
22.836,-75.786,0.0
22.819,-75.65499999999997,0.0
22.802,-75.524,0.0
22.784,-75.394,0.0
22.766,-75.26299999999998,0.0
22.749,-75.132,0.0
22.731,-75.00200000000001,0.0
22.713,-74.87099999999998,0.0
22.695,-74.74099999999999,0.0
22.677,-74.61000000000001,0.0
22.658,-74.48000000000002,0.0
22.64,-74.35000000000002,0.0
22.621,-74.219,0.0
22.603,-74.089,0.0
22.584,-73.959,0.0
22.565,-73.82900000000001,0.0
22.546,-73.69900000000001,0.0
22.527,-73.56799999999998,0.0
22.508,-73.43799999999999,0.0
22.489,-73.30799999999999,0.0
22.469,-73.178,0.0
22.45,-73.048,0.0
22.43,-72.918,0.0
22.41,-72.78800000000001,0.0
22.39,-72.65899999999999,0.0
22.37,-72.529,0.0
22.35,-72.399,0.0
22.33,-72.269,0.0
22.309,-72.13999999999999,0.0
22.289,-72.00999999999999,0.0
22.268,-71.88,0.0
22.248,-71.75099999999998,0.0
22.227,-71.62099999999998,0.0
22.206,-71.49200000000002,0.0
22.185,-71.363,0.0
22.164,-71.233,0.0
22.142,-71.10399999999998,0.0
22.121,-70.97500000000002,0.0
22.1,-70.84500000000003,0.0
22.078,-70.71600000000001,0.0
22.056,-70.58699999999999,0.0
22.034,-70.45800000000003,0.0
22.012,-70.32900000000001,0.0
21.99,-70.19999999999999,0.0
21.968,-70.07100000000003,0.0
21.946,-69.94200000000001,0.0
21.923,-69.81299999999999,0.0
21.901,-69.68400000000003,0.0
21.878,-69.555,0.0
21.856,-69.42700000000002,0.0
21.833,-69.298,0.0
21.81,-69.16899999999998,0.0
21.787,-69.041,0.0
21.763,-68.91199999999998,0.0
21.74,-68.78399999999999,0.0
21.717,-68.65499999999997,0.0
21.693,-68.52699999999999,0.0
21.669,-68.39800000000002,0.0
21.646,-68.26999999999998,0.0
21.622,-68.142,0.0
21.026,-125.46000000000001,0.0
21.053,-125.333,0.0
21.08,-125.20599999999999,0.0
21.107,-125.07900000000001,0.0
21.134,-124.952,0.0
21.16,-124.82499999999999,0.0
21.187,-124.697,0.0
21.213,-124.57,0.0
21.239,-124.44300000000001,0.0
21.265,-124.315,0.0
21.291,-124.18799999999999,0.0
21.317,-124.061,0.0
21.343,-123.93299999999999,0.0
21.369,-123.805,0.0
21.394,-123.678,0.0
21.42,-123.55000000000001,0.0
21.445,-123.422,0.0
21.47,-123.29499999999999,0.0
21.496,-123.167,0.0
21.521,-123.03899999999999,0.0
21.545,-122.911,0.0
21.57,-122.78299999999999,0.0
21.595,-122.655,0.0
21.62,-122.52699999999999,0.0
21.644,-122.399,0.0
21.668,-122.27099999999999,0.0
21.693,-122.142,0.0
21.717,-122.01400000000001,0.0
21.741,-121.886,0.0
21.765,-121.757,0.0
21.788,-121.62899999999999,0.0
21.812,-121.5,0.0
21.836,-121.37200000000001,0.0
21.859,-121.243,0.0
21.882,-121.11500000000001,0.0
21.906,-120.98599999999999,0.0
21.929,-120.857,0.0
21.952,-120.72800000000001,0.0
21.975,-120.6,0.0
21.997,-120.471,0.0
22.02,-120.34200000000001,0.0
22.043,-120.213,0.0
22.065,-120.084,0.0
22.087,-119.95500000000001,0.0
22.11,-119.826,0.0
22.132,-119.697,0.0
22.154,-119.56700000000001,0.0
22.176,-119.43799999999999,0.0
22.197,-119.309,0.0
22.219,-119.18,0.0
22.241,-119.05000000000001,0.0
22.262,-118.92099999999999,0.0
22.283,-118.791,0.0
22.304,-118.662,0.0
22.325,-118.53200000000001,0.0
22.346,-118.40299999999999,0.0
22.367,-118.273,0.0
22.388,-118.144,0.0
22.409,-118.01400000000001,0.0
22.429,-117.88399999999999,0.0
22.45,-117.75399999999999,0.0
22.47,-117.624,0.0
22.49,-117.495,0.0
22.51,-117.36500000000001,0.0
22.53,-117.23500000000001,0.0
22.55,-117.10499999999999,0.0
22.569,-116.975,0.0
22.589,-116.845,0.0
22.608,-116.714,0.0
22.628,-116.584,0.0
22.647,-116.45400000000001,0.0
22.666,-116.32400000000001,0.0
22.685,-116.19300000000001,0.0
22.704,-116.06299999999999,0.0
22.723,-115.93299999999999,0.0
22.742,-115.80199999999999,0.0
22.76,-115.672,0.0
22.778,-115.541,0.0
22.797,-115.411,0.0
22.815,-115.28,0.0
22.833,-115.15,0.0
22.851,-115.019,0.0
22.869,-114.888,0.0
22.887,-114.75800000000001,0.0
22.904,-114.62700000000001,0.0
22.922,-114.49600000000001,0.0
22.939,-114.36500000000001,0.0
22.956,-114.23500000000001,0.0
22.974,-114.10400000000001,0.0
22.991,-113.97300000000001,0.0
23.008,-113.84200000000001,0.0
23.024,-113.71100000000001,0.0
23.041,-113.58000000000001,0.0
23.058,-113.44900000000001,0.0
23.074,-113.31800000000001,0.0
23.09,-113.186,0.0
23.107,-113.055,0.0
23.123,-112.924,0.0
23.139,-112.793,0.0
23.155,-112.662,0.0
23.17,-112.53,0.0
23.186,-112.399,0.0
23.202,-112.268,0.0
23.217,-112.136,0.0
23.232,-112.005,0.0
23.247,-111.87299999999999,0.0
23.262,-111.74199999999999,0.0
23.277,-111.61000000000001,0.0
23.292,-111.47900000000001,0.0
23.307,-111.34700000000001,0.0
23.321,-111.215,0.0
23.336,-111.084,0.0
23.35,-110.952,0.0
23.365,-110.82,0.0
23.379,-110.689,0.0
23.393,-110.55699999999999,0.0
23.407,-110.42500000000001,0.0
